Time,Construct,Dose,Replicate,RawSignal
37.5,pSEVA634rk-GFP,0.01,1,0.427
37.5,pSEVA634rk-GFP,0.05,1,0.443
37.5,pSEVA634rk-GFP,0.1,1,0.432
37.5,pSEVA634rk-GFP,0.2,1,0.434
37.5,pSEVA634rk-GFP,0.5,1,0.422
37.5,pSEVA634rk-GFP,1,1,0.416
38,pSEVA634rk-GFP,0,1,0.427
38,pSEVA634rk-GFP,0.01,1,0.426
38,pSEVA634rk-GFP,0.05,1,0.443
38,pSEVA634rk-GFP,0.1,1,0.432
38,pSEVA634rk-GFP,0.2,1,0.434
38,pSEVA634rk-GFP,0.5,1,0.424
38,pSEVA634rk-GFP,1,1,0.416
38.5,pSEVA634rk-GFP,0,1,0.428
38.5,pSEVA634rk-GFP,0.01,1,0.426
38.5,pSEVA634rk-GFP,0.05,1,0.444
38.5,pSEVA634rk-GFP,0.1,1,0.432
38.5,pSEVA634rk-GFP,0.2,1,0.434
38.5,pSEVA634rk-GFP,0.5,1,0.423
38.5,pSEVA634rk-GFP,1,1,0.416
39,pSEVA634rk-GFP,0,1,0.428
39,pSEVA634rk-GFP,0.01,1,0.427
39,pSEVA634rk-GFP,0.05,1,0.443
39,pSEVA634rk-GFP,0.1,1,0.433
39,pSEVA634rk-GFP,0.2,1,0.434
39,pSEVA634rk-GFP,0.5,1,0.422
39,pSEVA634rk-GFP,1,1,0.416
39.5,pSEVA634rk-GFP,0,1,0.428
39.5,pSEVA634rk-GFP,0.01,1,0.427
39.5,pSEVA634rk-GFP,0.05,1,0.442
39.5,pSEVA634rk-GFP,0.1,1,0.432
39.5,pSEVA634rk-GFP,0.2,1,0.434
39.5,pSEVA634rk-GFP,0.5,1,0.424
39.5,pSEVA634rk-GFP,1,1,0.416
40,pSEVA634rk-GFP,0,1,0.429
40,pSEVA634rk-GFP,0.01,1,0.427
40,pSEVA634rk-GFP,0.05,1,0.443
40,pSEVA634rk-GFP,0.1,1,0.432
40,pSEVA634rk-GFP,0.2,1,0.435
40,pSEVA634rk-GFP,0.5,1,0.422
40,pSEVA634rk-GFP,1,1,0.415
40.5,pSEVA634rk-GFP,0,1,0.428
40.5,pSEVA634rk-GFP,0.01,1,0.426
40.5,pSEVA634rk-GFP,0.05,1,0.442
40.5,pSEVA634rk-GFP,0.1,1,0.431
40.5,pSEVA634rk-GFP,0.2,1,0.433
40.5,pSEVA634rk-GFP,0.5,1,0.422
40.5,pSEVA634rk-GFP,1,1,0.415
41,pSEVA634rk-GFP,0,1,0.427
41,pSEVA634rk-GFP,0.01,1,0.427
41,pSEVA634rk-GFP,0.05,1,0.442
41,pSEVA634rk-GFP,0.1,1,0.431
41,pSEVA634rk-GFP,0.2,1,0.433
41,pSEVA634rk-GFP,0.5,1,0.422
41,pSEVA634rk-GFP,1,1,0.414
41.5,pSEVA634rk-GFP,0,1,0.429
41.5,pSEVA634rk-GFP,0.01,1,0.426
41.5,pSEVA634rk-GFP,0.05,1,0.442
41.5,pSEVA634rk-GFP,0.1,1,0.431
41.5,pSEVA634rk-GFP,0.2,1,0.432
41.5,pSEVA634rk-GFP,0.5,1,0.422
41.5,pSEVA634rk-GFP,1,1,0.415
42,pSEVA634rk-GFP,0,1,0.428
42,pSEVA634rk-GFP,0.01,1,0.425
42,pSEVA634rk-GFP,0.05,1,0.441
42,pSEVA634rk-GFP,0.1,1,0.43
42,pSEVA634rk-GFP,0.2,1,0.432
42,pSEVA634rk-GFP,0.5,1,0.42
42,pSEVA634rk-GFP,1,1,0.414
